,Unnamed: 0,Translated Spans
862,,cannot sell in Portugal
863,,"All of this reminds you of a real life Kafkian ""process"""
864,,and even
865,,They risk seeing the confiscated product in customs
866,,"They risk seeing the confiscated product in customs, even when they have a prescription or a medical report"
867,,even when they have a prescription or a medical report
868,,"Neither the infarmed, nor the direction-general of food and veterinary (DGAV) understand themselves about the nature of the product"
869,,push the responsibility from side to side until the product is lost in circulation and the money of the sick disappears
870,,There is a special group where CBD oil is particularly beneficial: children with refractory epilepsies
871,,The human being has evolved over the ages
872,,The example of the mines of Neves-Corvo is a worldwide example of respect for nature
873,,"opened in the late 1980s of the last century, when Portugal already belonged to the European community"
874,,belonged to the European community
875,,"man, in his tireless demand for better living conditions"
876,,"Man, in his tireless search for better living conditions, realizes that there is a natural league, which gives more hardness to his metal utensils"
877,,"realize that there is a natural league, which gives more hardness to its metal utensils"
878,,These are similar rocks but distinct from granites
879,,"can have various types of metals, including tin and lithium"
880,,"Already in the last century were a source of development of the interior zones of Portugal, from which I highlight the Barroso"
881,,"Until the 60s of the last century, especially during the first and second world wars, they were a source of support in this region"
882,,"lived with the other human activities, such as agriculture and livestock in a complementary way"
883,,helping this region be sustainable from the territorial and human point of view
884,,"At that time it began to use tools from geological resources, the most famous being the use of Sleep"
885,,"In Portugal there are already explorations of pegmatites with lithium for the ceramic and glass industry, in lithium minerals such as Montebrasitis, Lepidolite, Espodumen and Petalitis are dominant"
886,,"There are already explorations of lithium pegmatites for the ceramic and glass industry, in lithium minerals such as Montebrasitis, Lepidolite, Espodumen and Petalitis are dominant"
887,,The use of the right reserves of more than 1% LI 2 O in spodmen -rich films in the Barroso region should already be viewed as lithium -convertable lithium ores or lithium hydroxide
888,,there are already significant reserves within the minearial concessions already assigned
889,,significant reserves within mining concessions already assigned
890,,"Nice to the world market, the spodmen is a lithium ore in China, Australia and Brazil and will be very closely in the US, Canada and Russia again"
891,,Main sources of lithium are litinfra
892,,It is planned to enter the first lithium mine in Finland in Finland to obtain battery compounds from the spodmen
893,,be virtually non -polluting when compared to the former mining industry of the past in Portugal
894,,"In the early days of its development, it took advantage of resources that were within their power to improve their living conditions"
895,,The Stone Age allows man from the paleolithic to continually evolve into knowledge to the neolithic
896,,be limited in physical and temporal space
897,,being associated with a transforming Lithium industry to develop in the same regions of the interior (the poorest of the country and Europe)
898,,may even be considered as one of the solutions to help reduce population desertification and economic impoverishment in these regions
899,,There is a technological leap when you realize that you can use metals for your benefit
900,,"The school gradually begins to understand that its current, urgent and essential mission is to form “global students”"
901,,"The school gradually begins to understand that its current, urgent and indispensable mission consists in forming “global students” and that the teacher of the new millennium has, himself, to multifacerate, transmute, to assume the role of “global teacher”"
902,,"The teacher of the new millennium has, himself, to multifacerate, transmute, to assume the role of “global teacher”"
903,,The focus of 21st century education is no longer traditional instruction or the mere transmission of knowledge
904,,This is accessible through technology
905,,This is accessible through technology and it is not possible to compete with it
906,,"Now, the challenge is to promote a transformative education"
907,,The challenge is to promote a transformative education
908,,Have by their side the civil society organizations (OSC)
909,,"They have by their side the civil society organizations (OSC) who find, in the classrooms, the spaces of excellence to work with young human rights issues, ethical and humanistic values, from a perspective of promoting global citizenship"
910,,In such a demanding world and in permanent change
911,,We need to know why we educate and how we educate
912,,use of an endogenous and renewable source: electricity
913,,"Soon, the automotive sector will be increasingly inseparable from the electric vehicle (VES)"
914,,The automotive sector will be increasingly inseparable from the electric vehicle (VES)
915,,Europe has ongoing incentive policies that foster electric mobility
916,,already being several European countries and cities that adopted dates-objective dates for the prohibition of circulation of non-electrical
917,,The growing environmental awareness
918,,"The growing environmental awareness, aided by a European policy of strong penalty in emissions, has conditioned the product strategies of car manufacturers"
919,,a European policy of strong penalty in emissions
920,,has conditioned the product strategies of car manufacturers
921,,"Some have already announced the end of their diesel models, while launching over 350 new models of Ves until 2025"
922,,This sector goes through a period of deep change
923,,"aimed at a future of autonomous driving vehicles, connected in network, shared and powered by electricity"
924,,"Ultrarrapid chargers (350kW), which are currently being installed in Europe and North America, such as Electrify America and Allego (Mega-e), are the most powerful chargers today"
925,,The fastest in the world
926,,They are able to charge the battery of an electric vehicle within minutes
927,,batteries are not yet sufficiently developed to accept and store this energy
928,,It is intended to improve the mobility of users
929,,increase the predictability and safety of vehicles
930,,making them more comfortable and optimizing their paths
931,,as well as its use rate and efficiency
932,,"Decarbonize the economy, reducing the environmental impact of its use"
933,,a relative decrease in the final energy consumption of the 37%sector in 2015 to 19%in 2050
934,,relative decrease in the final energy consumption of the 37%sector in 2015 to 19%in 2050
935,,"Cornered to the right and left, between a wall and a rock"
936,,PM Costa threatens to resign from its government
937,,imperative of budgetary responsibility
938,,The first and perhaps most important effect of the drama staged by Costa was to temporarily contain the claiming fervor of BE and CDU
939,,"In Parliament, Catarina Martins do BE and Jerónimo de Sousa da CDU repeatedly stated their negotiating intransigence in relation to the Health Bases Law"
940,,Catarina Martins and Jerónimo de Sousa quickly showed available to maintain the current governing solution
941,,Proclaimed their programmatic coherence and affirmed their ideological authenticity
942,,Catarina Martins do Be and Jerónimo de Sousa da CDU repeatedly affirmed their negotiating intransigence in relation to the Health Bases Law
943,,Its availability to maintain the current state of affairs left the impression that both submitted to the Diktat of PM Costa
944,,The Costa Blitzkriegieg will be used by the PS to contain the BE and the PCP not only in this pre-election period
945,,"If after the next elections the PS needs the parliamentary support of BE and CDU, it will not only be the socialists who will have to break free from the tight vegetable vest that gives the name of expectations"
946,,The burden will be hereby shared
947,,There were few analysts who played the Mise-en-Scène de Costa as an onslaught to the center-right electorate
948,,Is it plausible to suppose that this hardly Machiavellian drama will seduce right -wing voters?It doesn't seem to me
949,,Do not have empirical data that corroborate this suspicion
950,,I believe that the approach of the PS to BE and CDU after the last elections will have alienated much of the center right voters who may have voted for the PS once
951,,The approach of the PS to BE and CDU after the last elections will have alienated much of the center-right voters who may have voted for the PS once
952,,It matters little whether or not it was your intention
953,,The unintentional effects of strategies are unlikely to be more decisive than the intentional
954,,We all knew that Costa is politically skilled
955,,Few knew their boldness
956,,PSD and CDs realize that the PS is trapped on the left
957,,decide to corner the PS in a very delicate situation
958,,Opt for radical opportunism
959,,fully abdicate ideological integrity
960,,Approve the full recovery of teachers' service time
961,,"Perhaps the most interesting case was that of a colleague who completely abandoned the gym, betting on the creation of a company in the field of medical biotechnology"
962,,"The most interesting case was that of a colleague who completely abandoned the gym, betting on the creation of a company in the field of medical biotechnology"
963,,"The researcher and entrepreneur, after describing in detail the technical approach, the value of the innovation created and the business model, had the frontality of assuming that his company, for which he has been fighting for many years, and with which he has merit all thethat it would be possible to achieve at this stage (either from a national and European point of view), it may be unfeasible in the short time"
964,,"Assumed, in the end, that there was a real possibility of failure"
965,,The answer has several layers
966,,"One should not ignore the undeniable reality of most start-ups to fail (and do not fail spectacularly, in order to deserve news)"
967,,"The researcher won with her course unique skills, which make her an excellent candidate for various types of jobs (perhaps to lower stress), potentially ensuring food conditioning to her offspring"
968,,There are other safety science routes from this point of view
969,,less inspiring
970,,As worked as strategies are
971,,"You can never know if they will really work, and they rarely work as thought"
972,,Even if everything went well
973,,The risk of failure exists;It is an intrinsic part of the process
974,,"duly framed and with serious and consequent processes of monitoring, monitoring and evaluation"
975,,will lead to other ways
976,,"will lead to other paths and new opportunities, to better solutions, to better prepared paintings, precisely because they have learned to deal with difficulties"
977,,new opportunities
978,,better solutions
979,,better prepared frames
980,,the idealized and unrealistic image with which students arrive at us
981,,"their teachers, who, besides being able to have no specific training or support at this level"
982,,have to give the cashier “matter”
983,,"Using “pasteurized” narratives of science, which are perfectly defensible, but in which progress tends to be right, safe and linear"
984,,truly disruptive investigation is the opposite of all this
985,,"It is often a risk from which we always learn, as long as we are available"
986,,I try not to confuse responsibility with Judeo-Christian guilt
987,,The impact of this type of bias can even gain global economic impact contours
988,,"It is well known that the economy lives in a balance of rationality and emotions, objective data and perceptions that influence decisions and behaviors"
989,,A strong narrative about the possible slowdown of the economy can lead to the very slowdown of the economy
990,,"A strong narrative about the possible slowdown of the economy can lead to the very slowdown of the economy, just as a strongly optimistic narrative can lead to more growth, but also over consumption and indebtedness"
991,,"a strongly optimistic narrative can lead to more growth, but also the consumption and indebtedness"
992,,I do not share the taste for popular courts and the transformation of suspicion into condemnation
993,,"I do not share the taste for popular courts and the transformation of suspicion into condemnation, either through the old “cassacuvises”, social networks or the current media"
994,,Some without great harmful impact
995,,those who argue that the first past of a man on the moon were the work of film studios at the service of the US government
996,,others putting everyone's health at risk
997,,"anti-valuage actions, in a demonstration of illiteracy and irresponsibility without any scientific evidence that the support"
998,,"These theories combine with distrust about institutions, almost reversing the logic of credibility, putting in the voice of some anonymous or not, without foundation, a radical ideological equality, without proportionality in responsibility and scrutiny, with sometimes healthy preferences"
999,,"Giving the public opinion that a great conspiracy of evildoers, successively elected among us and apparently always with secret agendas for their benefit, is always in power"
1000,,"Giving public opinion (due to published opinion or bias in news choices) that a great conspiracy of evildoers, successively elected among us and apparently always with secret agendas for their benefit, is always in power"
1001,,to published opinion
1002,,to bias in news choices
1003,,"Often, we replicate the king's story goes naked that we tell children"
1004,,We seem to forget in everyday life
1005,,retreating ontogenically in times
1006,,shaking our forklands
1007,,"Screaming for justice in the face of one today and one of us tomorrow, in a self-faste movement when we are whenever we are represented, in virtues and in defects, by our decision and vote"
1008,,We can all sooner or later fall on them
1009,,"Something that facilitates and creates greater conditions to believe in fake news are personality traits typically described as more paranoids, where you can also find a tendency towards more hostility, cynicism and challenge to authority"
1010,,I try not to confuse the right of opinion about reality and the facts with the opinion of what reality is and what are the facts
1011,,Also people most dissatisfied with their life situation or who feel little control over their lives tend to be more “following” of these phenomena
1012,,None of this is something new
1013,,I therefore advocate opinion informed in facts and scientific evidence
1014,,I am adept and activist of democracy
1015,,"error like so many others, in perceptions, if outdated in the knowledge that guide me or more comprehensively in the skills I use"
1016,,"In a year of various electoral acts in Portugal, so important to define the strategies of the country and Europe for the coming years"
1017,,I believe it is important to seek to contribute some knowledge of psychological science to less misinformation (aka fake news) in the public space
1018,,I don't appreciate “iron hands” and/or dictators
1019,,"The demographers concluded that, from a global point of view, the longevity for those who are 65 years specifically grew 20 (twenty) times faster between 1970 and 2011 than between 1841 and 1970"
1020,,"From the practical point of view, who was born after the 1960s was awarded the Longevity Lottery with more than two decades"
1021,,people not only simply lived more years
1022,,It is not a merely age
1023,,individuals above the sixty are much healthier compared to the same age as half of the 20th century
1024,,The drastic reduction in smoking
1025,,the reduction of physical inactivity
1026,,healthier eating
1027,,the reduction of salt
1028,,salt reduction
1029,,the democratization of medical and hospital care
1030,,Democratization of medical and hospital care
1031,,Women have conquered the curse of unwanted pregnancy into maternity to choose
1032,,"Women, increasingly with more access to education and diverse contraceptive methods, more effective and cheaper, have quickly gained the curse of unwanted pregnancy into maternity to choose"
1033,,with more access to education
1034,,More access to education
1035,,"to diverse contraceptive methods, more effective and cheaper"
1036,,conquered the curse of unwanted pregnancy into maternity with choice
1037,,"In Portugal, 3.2 children in 1960 and 1.37 son in 2017"
1038,,demographic and social transformations
1039,,increased longevity
1040,,reducing fertility
1041,,the structural imbalance of a pension system
1042,,aimed at fundamentally protecting men who aged very early
1043,,"stuned in work, which mostly required a huge physical vigor on farms, mines, ports and other activities"
1044,,they precipitated the individual's entry into old age for the fifth decade of their existence
1045,,there is real risk that our children and grandchildren no longer find how to provide their years of need
1046,,follow an equation that does not realize the longevity and fertility
1047,,The attempt to try to save the social security system considering these three alternatives exclusively is how to remove water from a ship that sinks smaller than the water that is entering the hole in the hull
1048,,It is necessary to deepen the discussion and give relief to a series of new arguments
1049,,we need to contemplate the new nature of work in our present society where human strength is no longer a requirement to consider
1050,,A new perspective of work begins to delineate
1051,,The 2020s will be marked by the inescapable penetration of Artificial Intelligence Technology (AI)
1052,,All repetitive and routine work that can be described by an algorithm will be gradually transferred to AI systems
1053,,Human work will be redefined
1054,,We will be increasingly solving problems and the creative activity of our neurons will be the main driving force of the economy
1055,,reform by length of service becomes anachronistic and unjustifiable
1056,,contemplates so expressively individuals that they still have something like a quarter of their productive life
1057,,The dismissal of a person of collaborative and contextualized productive life in the world of work enhances wicked side effects on the physical and mental health of the individual
1058,,Reform is the hell of idleness
1059,,It is an ostracism of social and productive life for those who still have a lot of life ahead
1060,,Men are the most penalized with this decline
1061,,did not diversify their energies and interests
1062,,"did not diversify their energies and interests, as women do through their lives"
1063,,"By disconnecting from productive life, especially where technological innovation is accelerated, the individual loses the ability to update himself in the use of new tools"
1064,,"It is in the environment of organizations, to work that we are learning constantly and collaboratively"
1065,,"Childhood, youth, adulthood, old age have always been phases of human life very well demarcated over thousands of years"
1066,,Retirement is for the vulnerable
1067,,It must be active and productive to actually have quality of life
1068,,From the 70s the entry brand in old age became mobile
1069,,The input brand in the old age has become mobile
1070,,"The beginning of the old age initially in 60 was 65, 70 and 75 years"
1071,,"It has therefore began to interest who writes what and which vehicle does it-which newspaper or magazine supports the content-, rather valuing plurality and diversification of sources and automatic access, indiscriminateand free that new means enable"
1072,,When I refused to take advantage of the benefit and expressed my disagreement regarding the use and subsequent disclosure of said link
1073,,I was able to observe the amazement in my interlocutors
1074,,I concluded that they have never stopped to think about the consequences of the use and dissemination of that
1075,,"Just as things are currently, an article by a professional journalist can be published and released without the newspaper that made him know has generated a single revenue"
1076,,An article by a professional journalist can be published and disclosed without the newspaper that made him known has generated a single centime of revenue
1077,,"accept that it is so is, inevitably, to condemn the free and independent media to death"
1078,,"If we want to continue living in pluralistic democracies, we are summoned to fight for the preservation and strengthening of an independent and free press"
1079,,imposes an awareness of our behaviors in the use of new technologies of use and the dissemination of content
1080,,We also need to change paradigm in the way we face this question
1081,,We need to change paradigm in the way we face this question
1082,,"If years ago, the concept of fake news was not known (not ignoring although the means of propaganda that have always existed), its global scale and its effects impel us to action"
1083,,its global scale and its effects impel us to action
1084,,"We have to try to strengthen and, in many cases, save those who work daily to inform us and think critically about what is going on in the world"
1085,,"It is not enough to see, share and lie down"
1086,,We have to do more than that
1087,,"After all, we are and our way of life that, ultimately, are in question"
1088,,We are and our way of life that ultimately are at stake
1089,,"Without spending a cent, it was possible to access such content through the electronic platforms we use in everyday life, without even exercising the option of wanting or not what is sent to us and without control over therespective content"
1090,,There is a malaise in Western societies
1091,,Globalization led to the increase in inequalities not only between countries but within each country
1092,,"Produced remarkable economic growth in emerging countries, with China to head"
1093,,With the electoral cycle
1094,,"It is important to discuss the disease, identify symptoms and propose measures for cure"
1095,,The shift from economic power to the top
1096,,The displacement of economic power to the top and the erosion of the middle class has political and social consequences
1097,,middle class erosion
1098,,political and social consequences and expresses itself in a removal of democracy
1099,,departure from democracy and support for extremist political movements
1100,,support for extremist political movements
1101,,"When the possession of capital is very concentrated and capital holders make increasing profits, the imbalance between capital and labor increases, which is reflected in a fall in the percentage of labor income on Global GDP"
1102,,The possession of capital is very concentrated
1103,,Capital holders make increasing profits
1104,,Fall of the percentage of labor income in Global GDP
1105,,Inequality is corrosive
1106,,"with globalization, the circulation of capital is faster and more intense"
1107,,Globalization
1108,,globalization
1109,,Capital circulation is faster and more intense
1110,,the increasing role of financial markets
1111,,Deregulation
1112,,"“Financialization” of the economy, with the search for profit at any price and in the shortest possible term, going over all ethical rules and behaviors, devaluing the productive economy and people"
1113,,"Search for profit at any price and in the shortest possible term, going over all the ethical rules and behaviors, devaluing the productive economy and people"
1114,,the loss of confidence in the financial system and in the institutions
1115,,loss of confidence in the financial system and in the institutions
1116,,The crises and turmoil of capitalism do not fail to create more suspicion and accentuate the malaise
1117,,the alternatives that were rehearsed failed
1118,,The deregulation of the economy does not create the common good in itself
1119,,"Karl Polanyi showed in his book the great transformation that self-regulated markets do not work well, create distortions and drew attention to the periods when markets have total control over society"
1120,,generated poverty
1121,,rethink this balance
1122,,find answers
1123,,fome
1124,,death
1125,,repression
1126,,"Rethinking regulation in the sense of stimulating competition, preventing monopolies, lowering prices, limiting entry barriers and ensuring the dynamism of markets"
1127,,delay
1128,,The capitalist system is sick and stopped working for the benefit of the majority
1129,,European responses with the deepening of the economic and monetary union
1130,,approval of the European budget
1131,,the discussion of the mutualization of sovereign debts
1132,,“Desglobalization” is not a solution
1133,,"“Desgalization” is no solution with the creation of barriers, commercial wars, protectionism"
1134,,"Today, we will return to the national framework by “misleading” the economy means eliminating the division of labor and collapsing economic growth"
1135,,It means eliminating the division of labor
1136,,collapse economic growth
1137,,It is necessary to bet on the benign forces of globalization
1138,,"Betting on the benign forces of globalization and reducing inequality through education, people's qualification, social pressure through politics and technological change"
1139,,"reduce inequality through education, people's qualification, social pressure through politics and technological change"
1140,,create new conditions for competition between companies
1141,,Rethink competition in markets
1142,,"Rethinking competition in markets, redefining rules, limiting monopolies as the US did in the early twentieth century with Standard Oil and the railways, is crucial"
1143,,redefine the rules
1144,,monopolize
1145,,This does not mean that there cannot be alternatives in the future
1146,,Today the capitalist system is hegemonic
1147,,Capitalism and democracy can be dissociated and today we have an ideological struggle between the democratic capitalism of Western societies and the authoritarian state capitalism of China and Russia
1148,,capitalism and democracy can be dissociated
1149,,"Today we have in the world an ideological struggle between the democratic capitalism of Western societies and the authoritarian state capitalism of China and Russia, and malaise is deeper in the West"
1150,,Sports practice at sea influenced my perception of the landscape
1151,,I ended up studying landscape architecture at the University of Évora
1152,,"any and all changes in water quality, upstream, will feel downstream"
1153,,any construction on the coastal will influence the direction of winds
1154,,scanning part of the ground
1155,,Transforming the Dune System
1156,,"preventing the fixation of a characteristic vegetation system of these places, essential to biodiversity and the consolidation of protection barriers to the interior"
1157,,permanence or not of the seafood configuration
1158,,"The future of the coast, the beaches, the waves, will be the result of our landscape culture, a unique testimony of our presence"
1159,,"performs a protective function regarding the less positive events with which, inevitably, we are all confronted"
1160,,a predeventing function regarding the effects of these same events
1161,,"One of the most relevant dimensions, for the perception of quality of life in families, is the conciliation between work and family life"
1162,,These are two dominant areas in people's lives
1163,,Generalization of the Double -Career Couples Model
1164,,prove it studies
1165,,prove it the daily experience
1166,,These are areas that impact each other
1167,,The same is true of the shortage of time
1168,,"The same is true of the shortage of time, since by allocating their hours to work, the individual feels that he is harming family life, and vice versa"
1169,,"By allocating their hours to work, the individual feels that he is harming family life"
1170,,"By allocating their hours to work, the individual feels that he is harming family life, and vice versa"
1171,,vice versa
1172,,"In the face of difficulties in this conciliation, individual dissatisfaction levels increase, family balance is disturbed and low productivity"
1173,,The difficulties in this conciliation
1174,,It is the whole society who loses
1175,,"It is also fundamental, in the plan of public policies, that the taxation fails to suffocate families, namely, those of middle class"
1176,,"The implementation of majors, in the headquarters of IRS, for younger families and, particularly, for younger families that set inland would be fundamental"
1177,,"complement with other benefits, namely, in the taxes on housing"
1178,,Diagnoses are made
1179,,"With regard to labor legislation, which is also a matter of public policies, it is not only the issue of family licenses, an area where considerable progress has been registered."
1180,,"not only the issue of family licenses, an area where considerable considerable ones have been registered, but, above all, the issue of working hours"
1181,,"above all, the issue of working hours"
1182,,"The truth is that if, proven, more hours of work does not mean greater productivity, that we have no doubt that they mean, less (and “worse”) family"
1183,,"If, proven, more hours of work does not mean greater productivity, that we have no doubt that they mean, yes, less (and “worse”) family"
1184,,"Proven, more hours of work does not mean greater productivity, that we have no doubt that they mean, yes, less (and “worse”) family"
1185,,urgent implementing solutions to problems
1186,,"urges to implement solutions to the problems that, in this area, affect us, as a country and as a society"
1187,,There is no “good societies”
1188,,There are no “good families”
1189,,It is of quality of life and well-being that it is also
1190,,"grow in favorable family contexts, and constitute a determining factor for happiness"
1191,,"Growing in favorable family contexts, besides constituting a determining factor for happiness, performs a protective function regarding the less positive events with which we are inevitably all confronted"
1192,,"Growing in favorable family contexts, besides constituting a determining factor for happiness, performs a protective function regarding the less positive events with which, inevitably, we are all confronted, and a predeventing function in relation to the effects of these same events"
1193,,"During the adhesion negotiations were pressured, in the name of the Liberal Market model, to privatize companies and services"
1194,,Community law does not impose it
1195,,"certain Union policies, especially those that interested them, either would be subject to long periods of transition or would not be applicable to them as they were already to the oldest"
1196,,"In recruiting employees of new countries, the EU has created an inequality of status by reducing the rights of newcomers compared to those already installed"
1197,,The EU created an inequality of status
1198,,decreasing the rights of newcomers compared to those already installed
1199,,"For those who had broken from the Soviet yoke and 'limited sovereignty', the confrontation with this new sharing of powers would necessarily cause a strong cooling of initial enthusiasm to provoke, sooner or later"
1200,,In the other Member States reserves and distrust were emerging
1201,,point out as likely next president of the European Commission the German Manfred Weber of PPE
1202,,as probable next president of the European Commission the German Manfred Weber of PPE
1203,,as German Secretary General of the Commission Martin Seylmar
1204,,as probable next president of the European Central Bank the German Jens Weidmann
1205,,"As probable next president of the European Central Bank, German Jens Weidmann (current president of Bundesbank)"
1206,,as the main candidate for the next president of the European Council the Frenchman Michel Barnier
1207,,emphasize the impression that the data is previously addicted and that the hands on the chest of those who speak a lot in Europeanism all are aimed at their own interests according to a plan that do not explain
1208,,"The data are previously addicted and that hands on the chest of those who speak a lot in Europeanism, after all their own interests"
1209,,historical phase of major changes at global level
1210,,the resurgence of blocks of some in opposition to others
1211,,The appearance of new actors on the world scene
1212,,Germany itself wonders today about whether its priorities are European or if it is worth looking at other horizons
1213,,It begins to emerge in the discourses of the main actors of the EU institutional machine a defensive tone
1214,,"It begins to emerge in the very speeches of the main actors of the EU institutional machine a defensive tone, not to mention scared"
1215,,"It begins to emerge in the very speeches of the main actors of the EU institutional machine a defensive tone, not to mention scared, reinforcing the policing of its borders, invoking the urgency of a European army, promoting European industrial champions and skidding to a pushcommercial protectionism"
1216,,reinforcing the policing of its borders
1217,,invoking the urgency of a European army
1218,,promoting European industrial champions
1219,,"skidding, at the jerks, for commercial protectionism"
1220,,"The European companies themselves come cornered in a game they do not want but they submit and, even more serious, access to national or EU jurisdictional systems through commercial agreements with third countries that establish specific arbitral courtsto settle any disputes"
1221,,"The European companies themselves, confronted by the extraterritoriality of certain American sanctioning measures, are cornered in a game that they do not want but the ones they submit and, even more serious, access to national or EU jurisdictional systems through them throughtrade agreements with third countries that establish specific arbitral courts to settle any disputes"
1222,,extraterritoriality of certain American sanctioning measures
1223,,This cocktail of uncertainties and disappointments
1224,,Cocktail of uncertainty and disappointment
1225,,uncertainties
1226,,disappointment
1227,,for a feeling of lack of democraticity of the operation of the EU
1228,,feeling of lack of democraticity of the functioning of the EU
1229,,increased inequalities in the European space itself
1230,,Increased inequalities in the European space itself
1231,,connivance with third states violating the most elementary human rights
1232,,connivance with third states violating the most elementary human rights
1233,,perception that no guardian views true changes or question the mistakes made
1234,,perception that no guardian views true changes or question the mistakes made
1235,,"the alarming information that we move to an environmental disaster, without serious reaction from governments"
1236,,alarming information that we move to an environmental disaster
1237,,a new serious financial crisis is very likely
1238,,very likely a new serious financial crisis
1239,,New organizations of Cariz Xenophobo
1240,,"This surrender of a right to your right, not only for the speech and the agenda but even organizational, is a unnamed misfortune and funeral consequences"
1241,,"There are 17 EU countries with far-right parties in the respective national parliament and, in several of them, in the government itself"
1242,,It is true that the European voter was removed from the democratic exercise of decision making and control of the operation of the EU
1243,,It is also true that on the 26th there is the power to choose a program and the actors of the execution of this program
1244,,"It may be that after all, and despite your vote, nothing will change in the essentials"
1245,,This vote is a statement and will be a sign
1246,,"That is, at least, the sign of a principle"
1247,,"One way or another, something will start on May 26"
1248,,"qualifies it to promote a debate, relevant beyond its territory, which contributes to influence political and strategic decisions in the cultural area and territorial cohesion"
1249,,There are few examples in Portugal of successful intercity cultural networks
1250,,"Repeatedly based on rigid models, centralists"
1251,,"Repeatedly they are based on rigid, centralist models, or are artificially created networks, to respond to financing opportunities or to give body to political-administrative entities"
1252,,They are artificially created networks
1253,,tries to respond to a need for the territories
1254,,Who knows the territories best must have the opportunity to participate in the process of identifying investment priorities and the definition of formats to apply that same investment
1255,,the training of its members through interpars learning
1256,,training of its members through interpars learning
1257,,the qualification of teams
1258,,team qualification
1259,,"The fact that the networks appear repeatedly, during the debate in the groups, as the solution to these and other problems or as a tool for supporting municipal cultural action, demonstrates that the strategies for the development of territories based on the network model continues to domeaning and to demonstrate effectiveness"
1260,,"the networks appear repeatedly, during the debate in the groups, such as the solution to these and other problems"
1261,,"The networks appear repeatedly during the debate in the groups, such as the solution to these and other problems or as a tool for supporting municipal cultural action"
1262,,as a tool for supporting municipal cultural action
1263,,"It has been commonly accepted that fertile networks are necessarily organic models, based on common relationships and interests"
1264,,"fruit networks are necessarily organic models, based on common relationships and interests"
1265,,"Artemrede is a network composed of geographies, scales and diverse political sensitivities"
1266,,"Professional orders are collective persons of public law who represent, cumulatively, to control the respective access and exercise, the elaboration of technical norms and specific principles and rules and to an autonomous disciplinary regime"
1267,,Such matters are a function of union organizations
1268,,The representatives of the orders are not prevented from expressing their opinion
1269,,This can never be confused with active participation in the organization of strikes
1270,,The State's decision to oversee an order through an inquiry should not be transformed into a drama
1271,,This means only the verification of compliance with the law
1272,,It is not used for any type of censorship by an opinion offense
1273,,remain true to strict compliance with the law
1274,,"Stay true to strict compliance with the law and its final report, regardless of its content and conclusions, reflect with rigor and objectivity only what can be embodied with facts"
1275,,"Its final report, regardless of its content and conclusions, reflect with rigor and objectivity only what can be substantiated with facts"
1276,,I do not see to what extent its occurrence affects the autonomy of the orders
1277,,by imperative of protection of the public interest pursuing
1278,,The constitution of professional orders is subject to a bureaucratic and complex political procedure
1279,,meeting its exceptional
1280,,The contract that the State establishes with the orders is relatively densified in the Law of Professional Orders
1281,,little is understood to metaphysical doubts that have been putting themselves over this matter lately
1282,,Orders are not unions
1283,,cannot be behaved as such
1284,,Your duty to ensure the interests of your associates cannot be confused with a concrete intervention in promoting strikes
1285,,Less than 50 days for the European elections
1286,,"community funds, who are allowed to support active job measures"
1287,,There is no doubt about the great influence that the EU has in our future
1288,,The great influence that the EU has in our future
1289,,"The EU is a sui generis organization, unique and different from all the other"
1290,,It is a political system in constant construction
1291,,It is a political system in constant construction and each electoral act for the European Parliament has to represent a new opportunity for the current world
1292,,Each electoral act for the European Parliament has to represent a new opportunity for the current world
1293,,"The European Union is, by the way, the largest peace project that there is memory"
1294,,"It is, by the way, the greatest peace project that there is memory"
1295,,Investing 3% of GDP in Innovation and Development (I&D) is a goal with almost 20 years
1296,,The European average is currently fixed at 2.07%
1297,,In Portugal we stopped at 1.33%
1298,,"The European economy will not be able to compete with the US and Japan, not even with emerging China and India, if this goal does not become more serious"
1299,,The government used us to launch several programs with the objective of promoting scientific activity and employment
1300,,"Unfortunately, the results show that in Portugal nothing is achieved"
1301,,The results show that in Portugal nothing is achieved
1302,,Fund
1303,,some jobs are undertaken
1304,,"In the last elections for the European Parliament, the abstention rate exceeded 65%"
1305,,"Over the next few years, Europe will be forced to reinvent itself"
1306,,Europe will be forced to reinvent itself
1307,,by emerging economic challenges
1308,,Emerging Economic Challenges
1309,,by political and social revolutions
1310,,political and social revolutions
1311,,by the huge climate challenges with which we come across
1312,,huge climatic challenges
1313,,I do not believe that this number means that the Portuguese no longer identify with Europe
1314,,“Here by home” still or nothing is debated to Europe
1315,,We could only dispense if we pass well without it
1316,,We would not pass well without the European Union (EU)
1317,,Young unemployment has decreased
1318,,The content of the new health bases law remains uncertain
1319,,the parliamentary group of the PS (GP-PS) was said by the not said
1320,,This PS prefers to continue the way started by the right
1321,,the surgical changes that proposed not only try to distort the business proposal presented by the government
1322,,may contribute to the new health basis law to be worse than the current law
1323,,GP-PS proposes i) the maintenance of private management of public health units (PPP)
1324,,the application of moderating rates (co-paid)
1325,,the acceptance of the indiscipline of health insurance
1326,,Eliminates the “NHS Professionals Statute”
1327,,There is no third way
1328,,omits the characterization of the organizational transformation of public services
1329,,The GP-PS project does not contribute to waging the promiscuity between public and private
1330,,not even to discharge families
1331,,nor to discipline health insurance
1332,,not even to value NHS professionals
1333,,"The goal, after all, seems to be just the annihilation of the organic structures of the Ministry of Health"
